TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,11,5,22,0,29XX SOPHIA ST,Mount Pleasant,492849.00711999997,5456278.4931
Theft from Vehicle,2019,8,3,22,0,29XX TRIMBLE ST,West Point Grey,485001.57165,5456440.91636
Theft from Vehicle,2019,9,13,0,1,29XX TRIMBLE ST,West Point Grey,485001.90607799997,5456455.28639
Theft from Vehicle,2019,11,1,14,30,29XX VIRTUAL WAY,Renfrew-Collingwood,496856.23190600006,5456480.1086800005
Theft from Vehicle,2019,7,9,0,0,29XX W 34TH AVE,Dunbar-Southlands,487498.768655,5454296.85422
Theft from Vehicle,2019,7,17,19,0,29XX W 41ST AVE,Kerrisdale,487595.57107600005,5453558.41684
Theft from Vehicle,2019,10,13,5,11,29XX W 42ND AVE,Kerrisdale,487593.345255,5453460.45311
Theft from Vehicle,2019,8,20,21,30,29XX W 7TH AVE,Kitsilano,487454.659934,5457019.12768
Theft from Vehicle,2019,10,1,15,30,29XX WATERLOO ST,Kitsilano,486910.06393400003,5456444.399680001
Theft from Vehicle,2019,8,12,2,15,2X E 49TH AVE,Sunset,492328.54627,5452550.48745
Theft from Vehicle,2019,10,25,17,0,2X E CORDOVA ST,Central Business District,492453.083611,5458847.03599
Theft from Vehicle,2019,10,25,17,30,2X E CORDOVA ST,Central Business District,492453.083611,5458847.03599
Theft from Vehicle,2019,10,26,11,21,2X E CORDOVA ST,Central Business District,492453.083611,5458847.03599
Theft from Vehicle,2019,10,24,18,15,2X MIDLOTHIAN AVE,Riley Park,492203.958833,5454268.02376
Theft from Vehicle,2019,7,4,18,45,2X W 12TH AVE,Mount Pleasant,492319.62899799994,5456398.89831
Theft from Vehicle,2019,7,14,21,0,2X W 62ND AVE,Marpole,492213.205984,5451270.66407
Theft from Vehicle,2019,7,19,2,45,2XX ABBOTT ST,Central Business District,492247.24871899997,5458986.51924
Theft from Vehicle,2019,9,1,19,0,2XX ABBOTT ST,Central Business District,492247.24871899997,5458986.51924
Theft from Vehicle,2019,8,4,11,23,2XX ABBOTT ST,Central Business District,492254.48598,5458978.04571
Theft from Vehicle,2019,7,2,12,41,2XX ABBOTT ST,Central Business District,492264.9678,5459018.16933
Theft from Vehicle,2019,8,5,19,0,2XX ABBOTT ST,Central Business District,492264.9678,5459018.16933
Theft from Vehicle,2019,8,20,7,0,2XX ABBOTT ST,Central Business District,492264.9678,5459018.16933
Theft from Vehicle,2019,8,28,10,30,2XX ABBOTT ST,Central Business District,492264.9678,5459018.16933
Theft from Vehicle,2019,10,21,13,7,2XX ABBOTT ST,Central Business District,492264.9678,5459018.16933
Theft from Vehicle,2019,10,27,13,30,2XX ABBOTT ST,Central Business District,492264.9678,5459018.16933
Theft from Vehicle,2019,9,16,17,0,2XX ALEXANDER ST,Strathcona,492770.29761000007,5459039.11075
Theft from Vehicle,2019,7,6,0,0,2XX ALEXANDER ST,Strathcona,492835.181867,5459045.9407
Theft from Vehicle,2019,9,16,16,0,2XX ALEXANDER ST,Strathcona,492859.059468,5459045.08697
Theft from Vehicle,2019,7,9,23,0,2XX ALVIN NAROD MEWS,Central Business District,491242.585554,5458008.28121
Theft from Vehicle,2019,11,2,18,30,2XX ALVIN NAROD MEWS,Central Business District,491242.585554,5458008.28121
Theft from Vehicle,2019,10,17,15,0,2XX ALVIN NAROD MEWS,Central Business District,491267.229145,5457977.4466699995
Theft from Vehicle,2019,8,9,20,0,2XX ALVIN NAROD MEWS,Central Business District,491275.08322,5457982.12925
Theft from Vehicle,2019,9,12,14,30,2XX ALVIN NAROD MEWS,Central Business District,491275.08322,5457982.12925
Theft from Vehicle,2019,9,20,18,0,2XX ALVIN NAROD MEWS,Central Business District,491275.08322,5457982.12925
Theft from Vehicle,2019,7,3,4,35,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,7,11,8,0,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,8,16,13,30,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,9,14,6,30,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,9,18,5,45,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,9,18,6,0,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,10,9,12,0,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,11,9,13,10,2XX BURRARD ST,Central Business District,491602.657716,5459485.019719999
Theft from Vehicle,2019,7,3,5,47,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,7,19,11,50,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,8,6,15,0,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,8,16,14,26,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,8,24,20,15,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,9,2,18,0,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,9,13,21,30,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,10,26,23,3,2XX COLUMBIA ST,Central Business District,492572.891546,5458943.03121
Theft from Vehicle,2019,10,12,13,0,2XX E 10TH AVE,Mount Pleasant,492653.033441,5456583.20465
Theft from Vehicle,2019,11,4,9,0,2XX E 10TH AVE,Mount Pleasant,492799.36852200003,5456588.6692
Theft from Vehicle,2019,9,7,23,0,2XX E 11TH AVE,Mount Pleasant,492654.95724799996,5456483.48516
Theft from Vehicle,2019,9,17,14,0,2XX E 11TH AVE,Mount Pleasant,492654.95724799996,5456483.48516
Theft from Vehicle,2019,11,5,19,0,2XX E 11TH AVE,Mount Pleasant,492654.95724799996,5456483.48516
Theft from Vehicle,2019,10,29,17,0,2XX E 11TH AVE,Mount Pleasant,492779.210939,5456490.07919
Theft from Vehicle,2019,8,4,23,0,2XX E 12TH AVE,Mount Pleasant,492732.64657,5456391.03724
Theft from Vehicle,2019,10,21,23,0,2XX E 12TH AVE,Mount Pleasant,492769.44799300004,5456382.62344
Theft from Vehicle,2019,8,16,9,35,2XX E 12TH AVE,Mount Pleasant,492778.82827700005,5456391.95587
Theft from Vehicle,2019,7,25,18,30,2XX E 13TH AVE,Mount Pleasant,492644.37919099996,5456282.853730001
Theft from Vehicle,2019,8,21,21,0,2XX E 14TH AVE,Mount Pleasant,492643.347138,5456181.55664
Theft from Vehicle,2019,8,10,1,0,2XX E 15TH AVE,Mount Pleasant,492638.405692,5456082.630530001
Theft from Vehicle,2019,7,27,19,30,2XX E 15TH AVE,Mount Pleasant,492712.30357299995,5456081.0315
Theft from Vehicle,2019,11,4,18,0,2XX E 17TH AVE,Riley Park,492632.934468,5455879.87328
Theft from Vehicle,2019,7,14,19,30,2XX E 19TH AVE,Riley Park,492772.643088,5455685.62209
Theft from Vehicle,2019,11,8,18,0,2XX E 19TH AVE,Riley Park,492772.643088,5455685.62209
Theft from Vehicle,2019,10,29,22,0,2XX E 1ST AVE,Mount Pleasant,492686.249349,5457484.65312
Theft from Vehicle,2019,9,27,18,0,2XX E 20TH AVE,Riley Park,492660.64387299994,5455579.52286
Theft from Vehicle,2019,10,16,17,30,2XX E 24TH AVE,Riley Park,492654.355356,5455176.68728
Theft from Vehicle,2019,8,21,22,0,2XX E 2ND AVE,Mount Pleasant,492679.069838,5457360.53374
Theft from Vehicle,2019,11,10,20,30,2XX E 2ND AVE,Mount Pleasant,492679.069838,5457360.53374
Theft from Vehicle,2019,7,14,21,30,2XX E 32ND AVE,Riley Park,492628.21258100006,5454390.1947800005
Theft from Vehicle,2019,7,8,20,0,2XX E 33RD AVE,Riley Park,492789.181925,5454187.77547
Theft from Vehicle,2019,10,17,1,0,2XX E 44TH AVE,Sunset,492613.323264,5453057.568109999
Theft from Vehicle,2019,7,22,22,30,2XX E 47TH AVE,Sunset,492731.034758,5452758.63201
Theft from Vehicle,2019,9,20,21,30,2XX E 47TH AVE,Sunset,492743.84712299996,5452748.8656
Theft from Vehicle,2019,9,29,5,25,2XX E 4TH AVE,Mount Pleasant,492677.001216,5457172.5536
Theft from Vehicle,2019,8,27,4,15,2XX E 4TH AVE,Mount Pleasant,492721.786022,5457180.76792
Theft from Vehicle,2019,8,7,0,25,2XX E 50TH AVE,Sunset,492723.667798,5452433.36949
Theft from Vehicle,2019,8,12,0,0,2XX E 51ST AVE,Sunset,492725.052584,5452325.62035
Theft from Vehicle,2019,7,14,14,0,2XX E 5TH AVE,Mount Pleasant,492673.17106400005,5457072.03257
Theft from Vehicle,2019,9,20,8,3,2XX E 63RD AVE,Sunset,492567.02127200004,5451214.23786
Theft from Vehicle,2019,9,10,0,0,2XX E 63RD AVE,Sunset,492678.93068999995,5451202.60054
Theft from Vehicle,2019,10,7,23,0,2XX E 64TH AVE,Sunset,492568.46156400006,5451099.07052
Theft from Vehicle,2019,9,10,23,30,2XX E 64TH AVE,Sunset,492647.940487,5451095.526380001
Theft from Vehicle,2019,7,24,6,31,2XX E 7TH AVE,Mount Pleasant,492671.324746,5456870.40809
Theft from Vehicle,2019,9,8,15,30,2XX E 7TH AVE,Mount Pleasant,492705.240446,5456869.45495
Theft from Vehicle,2019,8,9,6,0,2XX E 8TH AVE,Mount Pleasant,492719.784271,5456768.96746
Theft from Vehicle,2019,8,12,17,30,2XX E CORDOVA ST,Strathcona,492827.102982,5458835.36965
Theft from Vehicle,2019,8,4,21,45,2XX E GEORGIA ST,Strathcona,492752.97908500006,5458423.73341
Theft from Vehicle,2019,8,29,20,0,2XX E GEORGIA ST,Strathcona,492752.97908500006,5458423.73341
Theft from Vehicle,2019,10,9,22,0,2XX E GEORGIA ST,Strathcona,492752.97908500006,5458423.73341
Theft from Vehicle,2019,10,19,0,0,2XX E GEORGIA ST,Strathcona,492752.97908500006,5458423.73341
Theft from Vehicle,2019,8,13,10,30,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Theft from Vehicle,2019,9,6,8,0,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Theft from Vehicle,2019,10,15,13,20,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Theft from Vehicle,2019,10,21,10,25,2XX E GEORGIA ST,Strathcona,492764.389207,5458432.62321
Theft from Vehicle,2019,11,8,21,0,2XX E GEORGIA ST,Strathcona,492803.77296499995,5458431.73726
Theft from Vehicle,2019,7,22,20,32,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,9,7,22,0,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,9,18,22,6,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,9,26,22,0,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,10,25,14,40,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,10,27,21,0,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,10,30,6,30,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft from Vehicle,2019,9,29,19,50,2XX E WOODSTOCK AVE,Riley Park,492614.95058500004,5453423.35067
Theft from Vehicle,2019,10,2,20,0,2XX E WOODSTOCK AVE,Riley Park,492660.87099300005,5453422.12331
Theft from Vehicle,2019,7,16,8,45,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,9,14,12,18,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,9,24,8,30,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,10,2,8,45,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,10,12,13,30,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,10,14,23,9,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,10,20,11,13,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,11,12,18,0,2XX GRANVILLE ST,Central Business District,491833.56717700005,5459286.87514
Theft from Vehicle,2019,8,13,18,45,2XX HAWKS AVE,Strathcona,493671.85588900006,5458909.71282
Theft from Vehicle,2019,9,5,9,0,2XX HOWE ST,Central Business District,491753.567153,5459360.91546
Theft from Vehicle,2019,11,4,8,35,2XX HOWE ST,Central Business District,491753.567153,5459360.91546
Theft from Vehicle,2019,8,15,7,22,2XX INDUSTRIAL AVE,Strathcona,492730.03306800005,5457519.17453
Theft from Vehicle,2019,11,8,20,0,2XX INDUSTRIAL AVE,Strathcona,492730.03306800005,5457519.17453
Theft from Vehicle,2019,7,5,3,20,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Theft from Vehicle,2019,9,24,15,49,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Theft from Vehicle,2019,10,21,23,27,2XX KEEFER ST,Strathcona,492754.97258299997,5458525.2227300005
Theft from Vehicle,2019,9,10,12,30,2XX KEEFER ST,Strathcona,492870.74559899996,5458521.8159
Theft from Vehicle,2019,9,18,12,0,2XX KEEFER ST,Strathcona,492870.74559899996,5458521.8159
Theft from Vehicle,2019,9,18,12,20,2XX KEEFER ST,Strathcona,492870.74559899996,5458521.8159
Theft from Vehicle,2019,8,6,18,0,2XX KEEFER ST,Strathcona,492908.201566,5458520.713690001
Theft from Vehicle,2019,10,19,22,0,2XX KINGSWAY AVE,Mount Pleasant,492830.860413,5456576.84121
Theft from Vehicle,2019,7,28,23,0,2XX NATIONAL AVE,Strathcona,492739.320258,5458019.44113
Theft from Vehicle,2019,10,25,16,0,2XX NIGEL AVE,Riley Park,491976.707328,5454750.864
Theft from Vehicle,2019,8,13,3,30,2XX POWELL ST,Strathcona,492765.829209,5458937.69521
Theft from Vehicle,2019,9,24,22,45,2XX POWELL ST,Strathcona,492765.829209,5458937.69521
Theft from Vehicle,2019,7,14,2,0,2XX PRINCESS AVE,Strathcona,493356.711792,5458922.82809
Theft from Vehicle,2019,8,23,18,0,2XX PRINCESS AVE,Strathcona,493356.711792,5458922.82809
Theft from Vehicle,2019,9,9,20,0,2XX PRINCESS AVE,Strathcona,493356.711792,5458922.82809
Theft from Vehicle,2019,9,29,17,36,2XX PRINCESS AVE,Strathcona,493356.711792,5458922.82809
Theft from Vehicle,2019,7,1,19,0,2XX PRIOR ST,Strathcona,492743.665208,5458222.53106
Theft from Vehicle,2019,7,10,18,0,2XX PRIOR ST,Strathcona,492743.665208,5458222.53106
Theft from Vehicle,2019,9,25,20,0,2XX PRIOR ST,Strathcona,492743.665208,5458222.53106
Theft from Vehicle,2019,10,1,2,48,2XX PRIOR ST,Strathcona,492743.665208,5458222.53106
Theft from Vehicle,2019,7,6,7,0,2XX ROBSON ST,Central Business District,491616.746777,5458417.56339
Theft from Vehicle,2019,7,5,1,0,2XX ROBSON ST,Central Business District,491631.489139,5458390.38117
Theft from Vehicle,2019,8,7,19,0,2XX ROBSON ST,Central Business District,491631.489139,5458390.38117
Theft from Vehicle,2019,10,18,22,12,2XX ROBSON ST,Central Business District,491631.489139,5458390.38117
Theft from Vehicle,2019,11,10,4,30,2XX SMITHE ST,Central Business District,491513.38979600003,5458274.6618800005
Theft from Vehicle,2019,11,13,13,39,2XX UNION ST,Strathcona,492789.589684,5458333.15487
Theft from Vehicle,2019,8,30,12,30,2XX UNION ST,Strathcona,492830.69995200005,5458331.555240001
Theft from Vehicle,2019,11,8,18,0,2XX UNION ST,Strathcona,492849.105529,5458330.83796
Theft from Vehicle,2019,8,1,7,0,2XX UNION ST,Strathcona,492867.527386,5458330.12077
Theft from Vehicle,2019,8,17,0,0,2XX VICTORIA DR,Grandview-Woodland,495237.17241999996,5458917.91366
Theft from Vehicle,2019,11,9,20,0,2XX W 11TH AVE,Mount Pleasant,492025.50279899995,5456498.42841
Theft from Vehicle,2019,7,25,21,0,2XX W 14TH AVE,Mount Pleasant,491982.46740699996,5456212.40984
Theft from Vehicle,2019,7,27,17,0,2XX W 14TH AVE,Mount Pleasant,491996.308883,5456211.99476
Theft from Vehicle,2019,8,23,18,45,2XX W 14TH AVE,Mount Pleasant,491996.308883,5456211.99476
Theft from Vehicle,2019,8,17,22,30,2XX W 1ST AVE,Mount Pleasant,492037.609921,5457500.15861
Theft from Vehicle,2019,8,31,10,30,2XX W 1ST AVE,Mount Pleasant,492037.609921,5457500.15861
Theft from Vehicle,2019,11,2,4,44,2XX W 2ND AVE,Mount Pleasant,491984.276065,5457362.09444
Theft from Vehicle,2019,9,19,8,0,2XX W 2ND AVE,Mount Pleasant,491997.593292,5457360.83766
Theft from Vehicle,2019,9,20,17,30,2XX W 3RD AVE,Mount Pleasant,491979.68958199996,5457295.44919
Theft from Vehicle,2019,9,8,22,0,2XX W 45TH AVE,Oakridge,491894.632666,5452985.62551
Theft from Vehicle,2019,10,30,17,15,2XX W 45TH AVE,Oakridge,491906.203793,5452994.10995
Theft from Vehicle,2019,9,20,13,50,2XX W 5TH AVE,Mount Pleasant,492032.19331400003,5457091.99624
Theft from Vehicle,2019,9,13,22,0,2XX W 62ND AVE,Marpole,491819.99974799994,5451278.55495
Theft from Vehicle,2019,9,2,23,0,2XX W 62ND AVE,Marpole,491884.27517299994,5451286.12991
Theft from Vehicle,2019,9,5,12,0,2XX W 70TH AVE,Marpole,491938.834043,5450653.8583
Theft from Vehicle,2019,9,13,17,0,2XX W 8TH AVE,Mount Pleasant,492007.748644,5456798.46856
Theft from Vehicle,2019,7,27,21,0,2XX W 8TH AVE,Mount Pleasant,492029.560354,5456788.68855
Theft from Vehicle,2019,10,27,19,58,2XX W GEORGIA ST,Central Business District,491754.307297,5458513.66146
Theft from Vehicle,2019,8,7,6,0,2XX W HASTINGS ST,Central Business District,492024.39779899997,5458870.11195
Theft from Vehicle,2019,10,31,10,45,2XX W HASTINGS ST,Central Business District,492024.39779899997,5458870.11195
Theft from Vehicle,2019,9,16,13,0,2XX W PENDER ST,Central Business District,491958.837118,5458790.582119999
Theft from Vehicle,2019,10,11,23,0,2XX W PENDER ST,Central Business District,491989.840708,5458760.737869999
Theft from Vehicle,2019,10,18,23,0,2XX WOODLAND DR,Grandview-Woodland,494724.96575100004,5458928.44752
Theft from Vehicle,2019,9,1,17,0,30XX ALMA ST,West Point Grey,486459.418174,5456328.29199
Theft from Vehicle,2019,7,21,19,0,30XX BIRCH ST,Fairview,490261.007109,5456232.97198
Theft from Vehicle,2019,10,14,23,0,30XX CAMBIE ST,Mount Pleasant,491635.010239,5456209.21874
Theft from Vehicle,2019,9,12,20,0,30XX CHARLES ST,Hastings-Sunrise,497063.62181499996,5457838.08675
Theft from Vehicle,2019,7,3,0,0,30XX CHARLES ST,Hastings-Sunrise,497124.037506,5457837.86168
Theft from Vehicle,2019,7,12,4,3,30XX COLUMBIA ST,Mount Pleasant,492028.99695500004,5456207.27613
Theft from Vehicle,2019,10,19,0,1,30XX DUNBAR ST,Kitsilano,486616.84625,5456350.8789800005
Theft from Vehicle,2019,8,25,21,0,30XX E 14TH AVE,Renfrew-Collingwood,497094.479829,5456055.40345
Theft from Vehicle,2019,10,17,19,0,30XX E 16TH AVE,Renfrew-Collingwood,496983.136042,5455864.89832
Theft from Vehicle,2019,8,25,13,0,30XX E 16TH AVE,Renfrew-Collingwood,497023.30644300004,5455873.8861
Theft from Vehicle,2019,9,11,18,20,30XX E 16TH AVE,Renfrew-Collingwood,497049.358185,5455864.64074
Theft from Vehicle,2019,8,11,0,30,30XX E 17TH AVE,Renfrew-Collingwood,496978.881786,5455774.98758
Theft from Vehicle,2019,9,17,22,0,30XX E 26TH AVE,Renfrew-Collingwood,496979.741438,5454917.72573
Theft from Vehicle,2019,8,1,22,0,30XX E 29TH AVE,Renfrew-Collingwood,497044.560283,5454646.28565
Theft from Vehicle,2019,10,18,19,0,30XX E 55TH AVE,Killarney,496942.439646,5451821.499
Theft from Vehicle,2019,7,14,21,0,30XX E 5TH AVE,Hastings-Sunrise,497022.96416400006,5456987.50519
Theft from Vehicle,2019,10,27,19,0,30XX E 7TH AVE,Hastings-Sunrise,497066.510878,5456783.22248
Theft from Vehicle,2019,9,8,7,45,30XX E BROADWAY AVE,Renfrew-Collingwood,496980.017017,5456569.47639
Theft from Vehicle,2019,7,11,17,0,30XX E BROADWAY AVE,Renfrew-Collingwood,497029.053654,5456568.23373
Theft from Vehicle,2019,10,15,12,30,30XX E GEORGIA ST,Hastings-Sunrise,496990.11191599997,5458386.26915
Theft from Vehicle,2019,10,20,5,30,30XX E GEORGIA ST,Hastings-Sunrise,496990.11191599997,5458386.26915
Theft from Vehicle,2019,7,3,11,30,30XX E HASTINGS ST,Hastings-Sunrise,496987.890534,5458707.844740001
Theft from Vehicle,2019,7,19,17,0,30XX E KENT AVE N,Killarney,496723.91658900003,5450438.71472
Theft from Vehicle,2019,7,22,16,30,30XX E KENT AVE N,Killarney,496723.91658900003,5450438.71472
Theft from Vehicle,2019,9,11,22,0,30XX E KENT AVE N,Killarney,496838.005767,5450449.11936
Theft from Vehicle,2019,9,11,22,30,30XX E KENT AVE N,Killarney,496838.005767,5450449.11936
Theft from Vehicle,2019,9,28,6,33,30XX E KENT AVE N,Killarney,496838.005767,5450449.11936
Theft from Vehicle,2019,10,4,19,0,30XX E PENDER ST,Hastings-Sunrise,497165.38866099995,5458601.03487
Theft from Vehicle,2019,7,18,19,0,30XX GARDEN DR,Kensington-Cedar Cottage,495764.82814399997,5456071.82972
Theft from Vehicle,2019,11,6,11,5,30XX GRANVILLE ST,Fairview,489900.363526,5456173.37312
Theft from Vehicle,2019,11,11,14,30,30XX GRANVILLE ST,Fairview,489910.2442,5456232.502719999
Theft from Vehicle,2019,10,13,13,0,30XX GRANVILLE ST,Fairview,489910.382455,5456243.61085
Theft from Vehicle,2019,9,25,22,30,30XX GRAVELEY ST,Hastings-Sunrise,496994.530286,5457512.43375
Theft from Vehicle,2019,7,28,14,0,30XX GRAVELEY ST,Hastings-Sunrise,497091.56333699997,5457511.7841
Theft from Vehicle,2019,9,28,2,0,30XX KINGS AVE,Renfrew-Collingwood,496870.403072,5454534.93716
Theft from Vehicle,2019,7,15,0,30,30XX KINGS AVE,Renfrew-Collingwood,497077.18705699994,5454404.41894
Theft from Vehicle,2019,9,30,22,46,30XX KINGSWAY AVE,Renfrew-Collingwood,496928.917872,5453688.48639
Theft from Vehicle,2019,9,23,0,0,30XX KINGSWAY AVE,Renfrew-Collingwood,496970.977046,5453673.14995
Theft from Vehicle,2019,10,25,9,41,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.14481800003,5453664.93881
Theft from Vehicle,2019,9,30,1,56,30XX KINGSWAY AVE,Renfrew-Collingwood,497080.838814,5453655.12582
Theft from Vehicle,2019,10,21,15,20,30XX KINGSWAY AVE,Renfrew-Collingwood,497080.838814,5453655.12582
Theft from Vehicle,2019,10,22,0,1,30XX KINGSWAY AVE,Renfrew-Collingwood,497080.838814,5453655.12582
Theft from Vehicle,2019,9,11,0,0,30XX MACKENZIE ST,Kitsilano,487608.87807700003,5456329.644669999
Theft from Vehicle,2019,8,17,23,30,30XX ONTARIO ST,Mount Pleasant,492356.906996,5456188.1725699995
Theft from Vehicle,2019,8,12,7,0,30XX PRINCE EDWARD ST,Mount Pleasant,492987.489626,5456100.73398
Theft from Vehicle,2019,9,6,15,0,30XX SCHOOL AVE,Renfrew-Collingwood,496924.30358,5453598.4639
Theft from Vehicle,2019,8,30,13,30,30XX SLOCAN ST,Renfrew-Collingwood,496391.47204799997,5455969.55706
Theft from Vehicle,2019,8,11,22,30,30XX SOPHIA ST,Mount Pleasant,492846.412129,5456176.63009
Theft from Vehicle,2019,8,4,19,0,30XX ST CATHERINES ST,Mount Pleasant,493794.731454,5456066.93088
Theft from Vehicle,2019,8,6,23,0,30XX VANNESS AVE,Renfrew-Collingwood,496829.1593020001,5454472.55437
Theft from Vehicle,2019,8,9,18,0,30XX W 12TH AVE,Kitsilano,487451.680496,5456539.83313
Theft from Vehicle,2019,8,24,20,0,30XX W 12TH AVE,Kitsilano,487467.276179,5456530.30886
Theft from Vehicle,2019,11,4,23,0,30XX W 6TH AVE,Kitsilano,487447.719296,5457114.02416
Theft from Vehicle,2019,10,23,0,0,30XX W 8TH AVE,Kitsilano,487465.51293599996,5456929.11094
Theft from Vehicle,2019,8,4,20,0,30XX W BROADWAY AVE,Kitsilano,487474.76213900006,5456829.63863
Theft from Vehicle,2019,9,27,12,0,30XX WALL ST,Hastings-Sunrise,496976.748214,5459621.2603
Theft from Vehicle,2019,7,21,18,30,30XX WILLOW ST,Fairview,491125.850289,5456209.42132
Theft from Vehicle,2019,7,27,21,0,31XX ADANAC ST,Hastings-Sunrise,497337.223983,5458305.7243800005
Theft from Vehicle,2019,8,3,17,0,31XX CELTIC AVE,Kerrisdale,487259.639744,5451588.42242
Theft from Vehicle,2019,8,2,21,0,31XX DIEPPE DR,Renfrew-Collingwood,497999.663009,5456029.93504
Theft from Vehicle,2019,9,13,0,0,31XX E 1ST AVE,Hastings-Sunrise,497183.04430600005,5457427.00069
Theft from Vehicle,2019,8,7,9,0,31XX E 22ND AVE,Renfrew-Collingwood,497200.601625,5455320.6702
Theft from Vehicle,2019,7,23,8,15,31XX E 22ND AVE,Renfrew-Collingwood,497287.134343,5455320.3255199995
Theft from Vehicle,2019,8,5,20,0,31XX E 24TH AVE,Renfrew-Collingwood,497162.84147299995,5455105.99363
Theft from Vehicle,2019,8,17,1,0,31XX E 28TH AVE,Renfrew-Collingwood,497240.537675,5454731.10834
Theft from Vehicle,2019,9,8,19,30,31XX E 29TH AVE,Renfrew-Collingwood,497051.03295,5454637.0672
Theft from Vehicle,2019,8,8,23,0,31XX E 29TH AVE,Renfrew-Collingwood,497242.25867700006,5454635.11776
Theft from Vehicle,2019,7,8,0,0,31XX E 2ND AVE,Hastings-Sunrise,497311.299348,5457306.30423
Theft from Vehicle,2019,7,23,20,0,31XX E 46TH AVE,Killarney,497032.93872,5452847.99789
Theft from Vehicle,2019,7,23,9,0,31XX E 46TH AVE,Killarney,497078.65648199996,5452847.93564
Theft from Vehicle,2019,8,28,22,1,31XX E 47TH AVE,Killarney,497036.98131400003,5452766.4861
Theft from Vehicle,2019,10,14,20,0,31XX E 47TH AVE,Killarney,497036.98131400003,5452766.4861
Theft from Vehicle,2019,8,18,1,0,31XX E 47TH AVE,Killarney,497155.233133,5452774.37156
Theft from Vehicle,2019,9,5,0,0,31XX E 48TH AVE,Killarney,497016.32963999995,5452517.56726
Theft from Vehicle,2019,8,1,22,0,31XX E 4TH AVE,Hastings-Sunrise,497171.70842299995,5457095.06967
Theft from Vehicle,2019,9,24,19,0,31XX E 5TH AVE,Hastings-Sunrise,497184.549339,5456995.82858
Theft from Vehicle,2019,9,18,21,30,31XX E 6TH AVE,Hastings-Sunrise,497332.08298999997,5456879.94891
Theft from Vehicle,2019,11,12,23,30,31XX E GEORGIA ST,Hastings-Sunrise,497285.629597,5458395.7887
Theft from Vehicle,2019,8,5,17,40,31XX E PENDER ST,Hastings-Sunrise,497283.965491,5458610.0505800005
Theft from Vehicle,2019,7,1,18,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.9233099995
Theft from Vehicle,2019,7,14,12,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.9233099995
